name,brand,condition,packaging,saleTerms,group,type,audience,ridingStyles,sizeLabel,sizeFilterKeys,officialSize,variant,color,price,reference,url,sku,id,productId,observedAt
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: MINERAL, Size: XL","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=mineral&attribute_pa_size=xl","196178054973","1784958","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: MINERAL, Size: S","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=mineral&attribute_pa_size=s","196178054942","1784956","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: MINERAL, Size: M","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=mineral&attribute_pa_size=m","196178054959","1784954","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: MINERAL, Size: L","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=mineral&attribute_pa_size=l","196178054966","1784952","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: MIDNIGHT, Size: XL","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=midnight&attribute_pa_size=xl","196178054935","1784950","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: MIDNIGHT, Size: S","","15.95","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=midnight&attribute_pa_size=s","196178054904","1784948","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: MIDNIGHT, Size: M","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=midnight&attribute_pa_size=m","196178054911","1784946","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: MIDNIGHT, Size: L","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=midnight&attribute_pa_size=l","196178054928","1784944","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: BRIGHT RED, Size: XL","","15.95","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=bright-red&attribute_pa_size=xl","768686082658","1784942","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: BRIGHT RED, Size: S","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=bright-red&attribute_pa_size=s","768686082627","1784940","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: BLACK, Size: L","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=black&attribute_pa_size=l","768686407161","1784928","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise Grinduro Edition","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: PURPLE CHCKR, Size: L","","8.99","19.99","https://bikecloset.com/product/comp-high-rise-custom/?attribute_pa_colorway=purple-chckr&attribute_pa_size=l","196178055611","1784908","1784907","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: BRIGHT RED, Size: M","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=bright-red&attribute_pa_size=m","768686082634","1784938","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: BRIGHT RED, Size: L","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=bright-red&attribute_pa_size=l","768686082641","1784936","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: BLACK, Size: XL","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=black&attribute_pa_size=xl","768686407178","1784934","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: BLACK, Size: S","","15.95","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=black&attribute_pa_size=s","768686407147","1784932","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp Racer","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: BLACK, Size: M","","8.99","15.95","https://bikecloset.com/product/comp-racer/?attribute_pa_colorway=black&attribute_pa_size=m","768686407154","1784930","1784927","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: MINERAL HALCYON, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=mineral-halcyon&attribute_pa_size=xl","196178055215","1784925","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: MINERAL HALCYON, Size: S","","19.95","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=mineral-halcyon&attribute_pa_size=s","196178055185","1784923","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: MINERAL HALCYON, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=mineral-halcyon&attribute_pa_size=m","196178055192","1784921","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: MINERAL HALCYON, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=mineral-halcyon&attribute_pa_size=l","196178055208","1784919","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: LIGHT LILAC/LIGHT MINERAL, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=light-lilac-light-mineral&attribute_pa_size=xl","196178055178","1784917","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: LIGHT LILAC/LIGHT MINERAL, Size: S","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=light-lilac-light-mineral&attribute_pa_size=s","196178055147","1784915","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: LIGHT LILAC/LIGHT MINERAL, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=light-lilac-light-mineral&attribute_pa_size=m","196178055154","1784913","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: LIGHT LILAC/LIGHT MINERAL, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=light-lilac-light-mineral&attribute_pa_size=l","196178055161","1784911","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise Grinduro Edition","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: PURPLE CHCKR, Size: S","","8.99","19.99","https://bikecloset.com/product/comp-high-rise-custom/?attribute_pa_colorway=purple-chckr&attribute_pa_size=s","196178055598","1784910","1784907","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise Grinduro Edition","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: PURPLE CHCKR, Size: M","","8.99","19.99","https://bikecloset.com/product/comp-high-rise-custom/?attribute_pa_colorway=purple-chckr&attribute_pa_size=m","196178055604","1784909","1784907","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: GREY, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=grey&attribute_pa_size=m","768686492297","1784905","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: GREY, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=grey&attribute_pa_size=l","768686492303","1784903","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: DUSTY ROSE LINOCUT, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dusty-rose-linocut&attribute_pa_size=xl","196178117142","1784901","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: 85 WHITE, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=85-white&attribute_pa_size=l","196178055000","1784861","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: DUSTY ROSE LINOCUT, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dusty-rose-linocut&attribute_pa_size=m","196178117128","1784899","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: DUSTY ROSE LINOCUT, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dusty-rose-linocut&attribute_pa_size=l","196178117135","1784897","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: DARK SHARK/SPECTRA YELLOW, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dark-shark-spectra-yellow&attribute_pa_size=xl","196178055130","1784895","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: DARK SHARK/SPECTRA YELLOW, Size: S","","19.95","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dark-shark-spectra-yellow&attribute_pa_size=s","196178055109","1784893","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: DARK SHARK/SPECTRA YELLOW, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dark-shark-spectra-yellow&attribute_pa_size=m","196178055116","1784891","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: DARK SHARK/SPECTRA YELLOW, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dark-shark-spectra-yellow&attribute_pa_size=l","196178055123","1784889","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: DARK CHERRY/RASPBERRY, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dark-cherry-raspberry&attribute_pa_size=xl","196178055093","1784887","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: DARK CHERRY/RASPBERRY, Size: L","","19.95","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=dark-cherry-raspberry&attribute_pa_size=l","196178055086","1784885","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: BLACK HEATWAVE, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=black-heatwave&attribute_pa_size=xl","768686199639","1784883","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: BLACK HEATWAVE, Size: S","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=black-heatwave&attribute_pa_size=s","768686199608","1784881","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: BLACK HEATWAVE, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=black-heatwave&attribute_pa_size=m","768686199615","1784879","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","L","socks:l","L","Colorway: BLACK HEATWAVE, Size: L","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=black-heatwave&attribute_pa_size=l","768686199622","1784877","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: ANO BLUE HALCYON, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=ano-blue-halcyon&attribute_pa_size=xl","196178055055","1784875","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: ANO BLUE HALCYON, Size: S","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=ano-blue-halcyon&attribute_pa_size=s","196178055024","1784873","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: ANO BLUE HALCYON, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=ano-blue-halcyon&attribute_pa_size=m","196178055031","1784871","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","XL","socks:xl","XL","Colorway: 85 WHITE, Size: XL","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=85-white&attribute_pa_size=xl","196178055017","1784867","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","S","socks:s","S","Colorway: 85 WHITE, Size: S","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=85-white&attribute_pa_size=s","196178054980","1784865","1784860","2026-09-11T12:08:04.173Z"
"Giro Comp High Rise","Giro","","","","Clothing","Socks","Unspecified","Unspecified","M","socks:m","M","Colorway: 85 WHITE, Size: M","","9.99","19.95","https://bikecloset.com/product/comp-high-rise/?attribute_pa_colorway=85-white&attribute_pa_size=m","196178054997","1784863","1784860","2026-09-11T12:08:04.173Z"
"Giro Chrono Sport Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","2XL","clothing:2xl","2XL","Size: 2XL","","59.99","129.95","https://bikecloset.com/product/m-chrono-sp-bib-short/?attribute_pa_size=2xl","768686204210","1783966","1783965","2026-09-11T12:08:04.173Z"
"Giro Chrono Expert Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","2XL","clothing:2xl","2XL","Size: 2XL","","99.99","189.95","https://bikecloset.com/product/m-chrono-ex-bib-short/?attribute_pa_size=2xl","196178084086","1783955","1783954","2026-09-11T12:08:04.173Z"
"Giro Chrono Elite Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","2XL","clothing:2xl","2XL","Size: 2XL","","139.99","241.95","https://bikecloset.com/product/m-chrono-el-bib-short/?attribute_pa_size=2xl","768686446061","1783942","1783941","2026-09-11T12:08:04.173Z"
"Giro Chrono Sport Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","XL","clothing:xl","XL","Size: XL","","59.99","129.95","https://bikecloset.com/product/m-chrono-sp-bib-short/?attribute_pa_size=xl","768686204203","1783974","1783965","2026-09-11T12:08:04.173Z"
"Giro Chrono Sport Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","S","clothing:s","S","Size: S","","59.99","129.95","https://bikecloset.com/product/m-chrono-sp-bib-short/?attribute_pa_size=s","768686204173","1783972","1783965","2026-09-11T12:08:04.173Z"
"Giro Chrono Sport Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","M","clothing:m","M","Size: M","","59.99","129.95","https://bikecloset.com/product/m-chrono-sp-bib-short/?attribute_pa_size=m","768686204180","1783970","1783965","2026-09-11T12:08:04.173Z"
"Giro Chrono Sport Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","L","clothing:l","L","Size: L","","59.99","129.95","https://bikecloset.com/product/m-chrono-sp-bib-short/?attribute_pa_size=l","768686204197","1783968","1783965","2026-09-11T12:08:04.173Z"
"Giro Chrono Expert Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","XL","clothing:xl","XL","Size: XL","","99.99","189.95","https://bikecloset.com/product/m-chrono-ex-bib-short/?attribute_pa_size=xl","196178084079","1783963","1783954","2026-09-11T12:08:04.173Z"
"Giro Chrono Expert Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","S","clothing:s","S","Size: S","","99.99","189.95","https://bikecloset.com/product/m-chrono-ex-bib-short/?attribute_pa_size=s","196178084048","1783961","1783954","2026-09-11T12:08:04.173Z"
"Giro Chrono Expert Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","M","clothing:m","M","Size: M","","99.99","189.95","https://bikecloset.com/product/m-chrono-ex-bib-short/?attribute_pa_size=m","196178084055","1783959","1783954","2026-09-11T12:08:04.173Z"
"Giro Chrono Expert Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","L","clothing:l","L","Size: L","","99.99","189.95","https://bikecloset.com/product/m-chrono-ex-bib-short/?attribute_pa_size=l","196178084062","1783957","1783954","2026-09-11T12:08:04.173Z"
"Giro Chrono Elite Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","XS","clothing:xs","XS","Size: XS","","139.99","241.95","https://bikecloset.com/product/m-chrono-el-bib-short/?attribute_pa_size=xs","768686446016","1783952","1783941","2026-09-11T12:08:04.173Z"
"Giro Chrono Elite Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","XL","clothing:xl","XL","Size: XL","","139.99","241.95","https://bikecloset.com/product/m-chrono-el-bib-short/?attribute_pa_size=xl","768686446054","1783950","1783941","2026-09-11T12:08:04.173Z"
"Giro Chrono Elite Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","S","clothing:s","S","Size: S","","139.99","241.95","https://bikecloset.com/product/m-chrono-el-bib-short/?attribute_pa_size=s","768686446023","1783948","1783941","2026-09-11T12:08:04.173Z"
"Giro Chrono Elite Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","M","clothing:m","M","Size: M","","139.99","241.95","https://bikecloset.com/product/m-chrono-el-bib-short/?attribute_pa_size=m","768686446030","1783946","1783941","2026-09-11T12:08:04.173Z"
"Giro Chrono Elite Bib Short","Giro","","","","Clothing","Bib shorts","Unspecified","Unspecified","L","clothing:l","L","Size: L","","139.99","241.95","https://bikecloset.com/product/m-chrono-el-bib-short/?attribute_pa_size=l","768686446047","1783944","1783941","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","2XL","clothing:2xl","2XL","Color: Blue, Size: 2XL","blue","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=blue&attribute_pa_size=2xl","5056578421513","1783391","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Blue, Size: XL","blue","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=blue&attribute_pa_size=xl","5056578421551","1783389","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","L","clothing:l","L","Color: Blue, Size: L","blue","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=blue&attribute_pa_size=l","5056578421520","1783387","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","M","clothing:m","M","Color: Blue, Size: M","blue","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=blue&attribute_pa_size=m","5056578421537","1783385","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","XS","clothing:xs","XS","Color: Blue, Size: XS","blue","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=blue&attribute_pa_size=xs","5056578421568","1783383","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","2XL","clothing:2xl","2XL","Color: Black, Size: 2XL","black","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=black&attribute_pa_size=2xl","5056286909211","1783381","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Black, Size: XL","black","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=black&attribute_pa_size=xl","5056286909204","1783379","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","L","clothing:l","L","Color: Black, Size: L","black","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=black&attribute_pa_size=l","5056286909198","1783377","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","M","clothing:m","M","Color: Black, Size: M","black","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=black&attribute_pa_size=m","5056286909181","1783375","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","XS","clothing:xs","XS","Color: Black, Size: XS","black","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=black&attribute_pa_size=xs","5056286909167","1783371","1783370","2026-09-11T12:08:04.173Z"
"Endura Pro SL 3-Season Jacket","Endura","","","","Clothing","Jackets & rain shells","Unspecified","Unspecified","S","clothing:s","S","Color: Black, Size: S","black","129","299.99","https://bikecloset.com/product/pro-sl-3-season-jacket/?attribute_pa_color=black&attribute_pa_size=s","5056286909174","1783373","1783370","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","2XL","clothing:2xl","2XL","Color: Mushroom, Size: 2XL","mushroom","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=mushroom&attribute_pa_size=2xl","5056286981644","1783368","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","XL","clothing:xl","XL","Color: Mushroom, Size: XL","mushroom","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=mushroom&attribute_pa_size=xl","5056286981637","1783366","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","L","clothing:l","L","Color: Mushroom, Size: L","mushroom","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=mushroom&attribute_pa_size=l","5056286981620","1783364","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","M","clothing:m","M","Color: Mushroom, Size: M","mushroom","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=mushroom&attribute_pa_size=m","5056286981613","1783362","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","3XL","clothing:3xl","3XL","Color: Bara Blue, Size: 3XL","bara-blue","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=bara-blue&attribute_pa_size=3xl","5056578406992","1783356","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","2XL","clothing:2xl","2XL","Color: Bara Blue, Size: 2XL","bara-blue","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=bara-blue&attribute_pa_size=2xl","5056578406985","1783354","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","S","clothing:s","S","Color: Bara Blue, Size: S","bara-blue","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=bara-blue&attribute_pa_size=s","5056578407029","1783346","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","XL","clothing:xl","XL","Color: Bara Blue, Size: XL","bara-blue","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=bara-blue&attribute_pa_size=xl","5056578407036","1783352","1783345","2026-09-11T12:08:04.173Z"
"Endura SingleTrack Short II","Endura","","","","Clothing","Shorts","Unspecified","Mountain / trail","M","clothing:m","M","Color: Bara Blue, Size: M","bara-blue","39.99","119.99","https://bikecloset.com/product/singletrack-short-ii/?attribute_pa_color=bara-blue&attribute_pa_size=m","5056578407012","1783348","1783345","2026-09-11T12:08:04.173Z"
"Endura Xtract Bibshort II","Endura","","","","Clothing","Bib shorts","Unspecified","Unspecified","XL","clothing:xl","XL","Color: Black, Size: XL","black","39.99","89.99","https://bikecloset.com/product/xtract-bibshort-ii/?attribute_pa_color=black&attribute_pa_size=xl","5055939953199","1783341","1783334","2026-09-11T12:08:04.173Z"
"Endura Xtract Bibshort II","Endura","","","","Clothing","Bib shorts","Unspecified","Unspecified","L","clothing:l","L","Color: Black, Size: L","black","39.99","89.99","https://bikecloset.com/product/xtract-bibshort-ii/?attribute_pa_color=black&attribute_pa_size=l","5055939953182","1783339","1783334","2026-09-11T12:08:04.173Z"
